epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.11842775140187599,0.9751844912629526,0.08553092835448947,0.9650856389986825
2,0.03719213982235028,0.9871525255228846,0.04016997270551124,0.9851778656126482
3,0.028440331690708812,0.989829082705617,0.027903207364260208,0.9888010540184453
4,0.02737541004648015,0.9907085229228004,0.047983786388151886,0.9851778656126482
5,0.033308207635909734,0.9886437502389783,0.059702621544656075,0.9818840579710145
6,0.023793853546735907,0.9921232745765304,0.04952309528495798,0.9881422924901185
7,0.011100672250623897,0.9962910564753565,0.0439103390231277,0.988471673254282
8,0.008748431203561599,0.9968646044430849,0.028807079299243858,0.9891304347826086
